secid,date,expiration,ForwardPrice
108105,20140107,20140131,1835.817196
108105,20140107,20140207,1835.244284
108105,20140107,20140222,1834.209819
108105,20140107,20140322,1831.918222
108105,20140107,20140331,1831.02408
108105,20140107,20140419,1829.650494
108105,20140107,20140621,1824.611467
108105,20140107,20140630,1823.73768
108105,20140107,20140920,1817.465113
108105,20140107,20140930,1816.546209
108105,20140107,20141220,1810.599213
108105,20140107,20141231,1809.653237
108105,20140107,20150117,1808.569019
108105,20140107,20150619,1798.153228
108105,20140107,20151219,1788.506125
108105,20140107,20161216,1782.715727
108105,20140108,20140110,1837.313062
108105,20140108,20140118,1836.785158
108105,20140108,20140124,1836.113376
108105,20140108,20140131,1835.507022
108105,20140108,20140207,1834.898189
108105,20140108,20140222,1833.817185
108105,20140108,20140322,1831.53019
108105,20140108,20140331,1830.63545
108105,20140108,20140419,1829.266688
108105,20140108,20140621,1824.237209
108105,20140108,20140630,1823.366946
108105,20140108,20140920,1817.150309
108105,20140108,20140930,1816.239658
108105,20140108,20141220,1810.366523
108105,20140108,20141231,1809.438631
108105,20140108,20150117,1808.376649
108105,20140108,20150619,1798.287378
108105,20140108,20151219,1789.364611
108105,20140108,20161216,1786.108965
108105,20140109,20140110,1838.042112
108105,20140109,20140118,1837.514871
108105,20140109,20140124,1836.847106
108105,20140109,20140131,1836.244194
108105,20140109,20140207,1835.638595
108105,20140109,20140214,1835.0513
108105,20140109,20140222,1834.559238
108105,20140109,20140322,1832.285864
108105,20140109,20140331,1831.396343
108105,20140109,20140419,1830.035926
108105,20140109,20140621,1825.043956
108105,20140109,20140630,1824.179079
108105,20140109,20140920,1818.000884
108105,20140109,20140930,1817.09836
108105,20140109,20141220,1811.283415
108105,20140109,20141231,1810.364573
108105,20140109,20150117,1809.313197
108105,20140109,20150619,1799.359148
108105,20140109,20151219,1790.613353
108105,20140109,20161216,1787.627732
108105,20140110,20140110,1842.37
108105,20140110,20140118,1841.843071
108105,20140110,20140124,1841.175635
108105,20140110,20140131,1840.574466
108105,20140110,20140207,1839.970642
108105,20140110,20140214,1839.380502
108105,20140110,20140222,1838.888739
108105,20140110,20140322,1836.620586
108105,20140110,20140331,1835.730717
108105,20140110,20140419,1834.3689
108105,20140110,20140621,1829.373437
108105,20140110,20140630,1828.511617
108105,20140110,20140920,1822.437688
108105,20140110,20140930,1821.524142
108105,20140110,20141220,1815.599958
108105,20140110,20141231,1814.659083
108105,20140110,20150117,1813.580338
108105,20140110,20150619,1803.213019
108105,20140110,20151219,1793.654845
108105,20140110,20161216,1788.168425
108105,20140113,20140118,1818.938919
108105,20140113,20140124,1818.256997
108105,20140113,20140131,1817.672315
108105,20140113,20140207,1817.073318
108105,20140113,20140214,1816.47528
108105,20140113,20140222,1815.983377
108105,20140113,20140322,1813.725421
108105,20140113,20140331,1812.838202
108105,20140113,20140419,1811.480052
108105,20140113,20140621,1806.482897
108105,20140113,20140630,1805.623355
108105,20140113,20140920,1799.548362
108105,20140113,20140930,1798.634557
108105,20140113,20141220,1792.7041
108105,20140113,20141231,1791.756876
108105,20140113,20150117,1790.670154
108105,20140113,20150619,1780.154912
108105,20140113,20151219,1770.223759
108105,20140113,20161216,1763.427605
108105,20140114,20140118,1838.703686
108105,20140114,20140124,1838.00846
108105,20140114,20140131,1837.419277
108105,20140114,20140207,1836.812564
108105,20140114,20140214,1836.202799
108105,20140114,20140222,1835.702795
108105,20140114,20140322,1833.408866
108105,20140114,20140331,1832.507625
108105,20140114,20140419,1831.127875
108105,20140114,20140621,1826.066642
108105,20140114,20140630,1825.193424
108105,20140114,20140920,1818.940759
108105,20140114,20140930,1818.016276
108105,20140114,20141220,1812.032424
108105,20140114,20141231,1811.083086
108105,20140114,20150117,1809.995251
108105,20140114,20150619,1799.548717
108105,20140114,20151219,1789.934434
108105,20140114,20161216,1784.420928
108105,20140115,20140118,1848.290882
108105,20140115,20140124,1847.584768
108105,20140115,20140131,1846.995041
108105,20140115,20140207,1846.383874
108105,20140115,20140214,1845.769517
108105,20140115,20140222,1845.260614
108105,20140115,20140322,1842.94865
108105,20140115,20140331,1842.040187
108105,20140115,20140419,1840.649661
108105,20140115,20140621,1835.541201
108105,20140115,20140630,1834.66099
108105,20140115,20140920,1828.358523
108105,20140115,20140930,1827.426536
108105,20140115,20141220,1821.395077
108105,20140115,20141231,1820.443336
108105,20140115,20150117,1819.35329
108105,20140115,20150619,1808.968608
108105,20140115,20151219,1799.629109
108105,20140115,20161216,1794.980427
108105,20140116,20140118,1845.89
108105,20140116,20140124,1845.177089
108105,20140116,20140131,1844.587619
108105,20140116,20140207,1843.973633
108105,20140116,20140214,1843.355703
108105,20140116,20140222,1842.839728
108105,20140116,20140228,1842.166865
108105,20140116,20140307,1841.585524
108105,20140116,20140322,1840.521892
108105,20140116,20140331,1839.611923
108105,20140116,20140419,1838.220256
108105,20140116,20140621,1833.090104
108105,20140116,20140630,1832.206146
108105,20140116,20140920,1825.859964
108105,20140116,20140930,1824.921414
108105,20140116,20141220,1818.842082
108105,20140116,20141231,1817.880239
108105,20140116,20150117,1816.778145
108105,20140116,20150619,1806.26088
108105,20140116,20151219,1796.763968
108105,20140116,20161216,1791.512474
108105,20140117,20140124,1838.073982
108105,20140117,20140131,1837.484541
108105,20140117,20140207,1836.870912
108105,20140117,20140214,1836.253354
108105,20140117,20140222,1835.733197
108105,20140117,20140228,1835.059619
108105,20140117,20140307,1834.477875
108105,20140117,20140322,1833.413798
108105,20140117,20140331,1832.500865
108105,20140117,20140419,1831.103734
108105,20140117,20140621,1825.970209
108105,20140117,20140630,1825.085577
108105,20140117,20140920,1818.734696
108105,20140117,20140930,1817.795314
108105,20140117,20141220,1811.710877
108105,20140117,20141231,1810.747984
108105,20140117,20150117,1809.644681
108105,20140117,20150619,1799.112817
108105,20140117,20151219,1789.58765
108105,20140117,20161216,1784.205006
108105,20140121,20140124,1843.530161
108105,20140121,20140131,1842.91619
108105,20140121,20140207,1842.314663
108105,20140121,20140214,1841.696319
108105,20140121,20140222,1841.166731
108105,20140121,20140228,1840.488244
108105,20140121,20140307,1839.902743
108105,20140121,20140322,1838.832964
108105,20140121,20140331,1837.915504
108105,20140121,20140419,1836.51177
108105,20140121,20140517,1834.1978
108105,20140121,20140621,1831.344837
108105,20140121,20140630,1830.453362
108105,20140121,20140920,1824.035449
108105,20140121,20140930,1823.086373
108105,20140121,20141220,1816.931726
108105,20140121,20141231,1815.955404
108105,20140121,20150117,1814.836185
108105,20140121,20150619,1804.134394
108105,20140121,20151219,1794.511903
108105,20140121,20161216,1789.375607
108105,20140122,20140124,1844.680039
108105,20140122,20140131,1844.057341
108105,20140122,20140207,1843.463251
108105,20140122,20140214,1842.84618
108105,20140122,20140222,1842.317679
108105,20140122,20140228,1841.639184
108105,20140122,20140307,1841.053585
108105,20140122,20140322,1839.983448
108105,20140122,20140331,1839.065944
108105,20140122,20140419,1837.661791
108105,20140122,20140517,1835.347438
108105,20140122,20140621,1832.486705
108105,20140122,20140630,1831.595054
108105,20140122,20140920,1825.192152
108105,20140122,20140930,1824.245398
108105,20140122,20141220,1818.110687
108105,20140122,20141231,1817.145183
108105,20140122,20150117,1816.039333
108105,20140122,20150619,1805.563458
108105,20140122,20151219,1796.438861
108105,20140122,20161216,1792.460937
108105,20140123,20140124,1828.370442
108105,20140123,20140131,1827.746575
108105,20140123,20140207,1827.154781
108105,20140123,20140214,1826.540002
108105,20140123,20140222,1826.01337
108105,20140123,20140228,1825.336546
108105,20140123,20140307,1824.752407
108105,20140123,20140314,1824.175804
108105,20140123,20140322,1823.68516
108105,20140123,20140331,1822.772294
108105,20140123,20140419,1821.376365
108105,20140123,20140517,1819.074644
108105,20140123,20140621,1816.229832
108105,20140123,20140630,1815.34299
108105,20140123,20140920,1808.942964
108105,20140123,20140930,1807.996238
108105,20140123,20141220,1801.853342
108105,20140123,20141231,1800.876319
108105,20140123,20150117,1799.755905
108105,20140123,20150619,1789.005453
108105,20140123,20151219,1779.104746
108105,20140123,20161216,1772.455115
108105,20140124,20140124,1790.29
108105,20140124,20140131,1789.67396
108105,20140124,20140207,1789.095244
108105,20140124,20140214,1788.49394
108105,20140124,20140222,1787.979302
108105,20140124,20140228,1787.316683
108105,20140124,20140307,1786.745139
108105,20140124,20140314,1786.181283
108105,20140124,20140322,1785.701633
108105,20140124,20140331,1784.808478
108105,20140124,20140419,1783.443092
108105,20140124,20140517,1781.197889
108105,20140124,20140621,1778.42378
108105,20140124,20140630,1777.55875
108105,20140124,20140920,1771.30185
108105,20140124,20140930,1770.378182
108105,20140124,20141220,1764.38817
108105,20140124,20141231,1763.432681
108105,20140124,20150117,1762.336835
108105,20140124,20150619,1751.752394
108105,20140124,20151219,1741.739772
108105,20140124,20161216,1734.40146
108105,20140127,20140131,1781.210296
108105,20140127,20140207,1780.614888
108105,20140127,20140214,1780.031379
108105,20140127,20140222,1779.519608
108105,20140127,20140228,1778.859941
108105,20140127,20140307,1778.291124
108105,20140127,20140314,1777.730132
108105,20140127,20140322,1777.252955
108105,20140127,20140331,1776.363211
108105,20140127,20140419,1775.002029
108105,20140127,20140517,1772.771049
108105,20140127,20140621,1770.007654
108105,20140127,20140630,1769.14562
108105,20140127,20140920,1762.924483
108105,20140127,20140930,1762.00432
108105,20140127,20141220,1756.033162
108105,20140127,20141231,1755.080996
108105,20140127,20150117,1753.988838
108105,20140127,20150619,1743.459317
108105,20140127,20151219,1733.671679
108105,20140127,20161216,1727.131266
108105,20140128,20140131,1792.236738
108105,20140128,20140207,1791.633073
108105,20140128,20140214,1791.048391
108105,20140128,20140222,1790.534127
108105,20140128,20140228,1789.870472
108105,20140128,20140307,1789.29828
108105,20140128,20140314,1788.73402
108105,20140128,20140322,1788.254106
108105,20140128,20140331,1787.359179
108105,20140128,20140419,1785.989702
108105,20140128,20140517,1783.738958
108105,20140128,20140621,1780.950198
108105,20140128,20140630,1780.08052
108105,20140128,20140920,1773.818404
108105,20140128,20140930,1772.890346
108105,20140128,20141220,1766.864016
108105,20140128,20141231,1765.900754
108105,20140128,20150117,1764.795475
108105,20140128,20150619,1754.105457
108105,20140128,20151219,1744.063335
108105,20140128,20161216,1736.70427
108105,20140129,20140131,1774.026963
108105,20140129,20140207,1773.42729
108105,20140129,20140214,1772.851276
108105,20140129,20140222,1772.34363
108105,20140129,20140228,1771.688098
108105,20140129,20140307,1771.123028
108105,20140129,20140314,1770.565905
108105,20140129,20140322,1770.092127
108105,20140129,20140331,1769.208441
108105,20140129,20140419,1767.856032
108105,20140129,20140517,1765.633483
108105,20140129,20140621,1762.879401
108105,20140129,20140630,1762.018197
108105,20140129,20140920,1755.83014
108105,20140129,20140930,1754.909262
108105,20140129,20141220,1748.918924
108105,20140129,20141231,1747.959804
108105,20140129,20150117,1746.858663
108105,20140129,20150619,1736.169953
108105,20140129,20151219,1726.02421
108105,20140129,20161216,1718.010787
108105,20140130,20140131,1794.102418
108105,20140130,20140207,1793.492848
108105,20140130,20140214,1792.91276
108105,20140130,20140222,1792.399536
108105,20140130,20140228,1791.736944
108105,20140130,20140307,1791.165966
108105,20140130,20140314,1790.603183
108105,20140130,20140322,1790.124683
108105,20140130,20140328,1789.474635
108105,20140130,20140331,1789.231854
108105,20140130,20140419,1787.865357
108105,20140130,20140517,1785.619755
108105,20140130,20140621,1782.83705
108105,20140130,20140630,1781.966926
108105,20140130,20140920,1775.698942
108105,20140130,20140930,1774.766124
108105,20140130,20141220,1768.693843
108105,20140130,20141231,1767.721963
108105,20140130,20150117,1766.606029
108105,20140130,20150619,1755.769844
108105,20140130,20151219,1745.545212
108105,20140130,20161216,1737.751921
108105,20140131,20140131,1782.59
108105,20140131,20140207,1781.984253
108105,20140131,20140214,1781.406208
108105,20140131,20140222,1780.896648
108105,20140131,20140228,1780.237766
108105,20140131,20140307,1779.669882
108105,20140131,20140314,1779.110052
108105,20140131,20140322,1778.633962
108105,20140131,20140328,1777.986801
108105,20140131,20140331,1777.74501
108105,20140131,20140419,1776.383312
108105,20140131,20140517,1774.146509
108105,20140131,20140621,1771.37425
108105,20140131,20140630,1770.507522
108105,20140131,20140920,1764.263317
108105,20140131,20140930,1763.334177
108105,20140131,20141220,1757.284471
108105,20140131,20141231,1756.31369
108105,20140131,20150117,1755.198715
108105,20140131,20150619,1744.340081
108105,20140131,20151219,1733.970208
108105,20140131,20161216,1725.807958
108105,20140203,20140207,1741.552773
108105,20140203,20140214,1740.966459
108105,20140203,20140222,1740.471998
108105,20140203,20140228,1739.828421
108105,20140203,20140307,1739.277726
108105,20140203,20140314,1738.738624
108105,20140203,20140322,1738.281905
108105,20140203,20140328,1737.654352
108105,20140203,20140331,1737.420098
108105,20140203,20140419,1736.10259
108105,20140203,20140517,1733.930081
108105,20140203,20140621,1731.237421
108105,20140203,20140630,1730.393266
108105,20140203,20140920,1724.309723
108105,20140203,20140930,1723.405
108105,20140203,20141220,1717.510596
108105,20140203,20141231,1716.560144
108105,20140203,20150117,1715.467917
108105,20140203,20150619,1704.729319
108105,20140203,20151219,1694.166776
108105,20140203,20161216,1684.79307
108105,20140204,20140207,1754.94669
108105,20140204,20140214,1754.358451
108105,20140204,20140222,1753.862764
108105,20140204,20140228,1753.217532
108105,20140204,20140307,1752.665724
108105,20140204,20140314,1752.125825
108105,20140204,20140322,1751.66867
108105,20140204,20140328,1751.040741
108105,20140204,20140331,1750.806385
108105,20140204,20140419,1749.48867
108105,20140204,20140517,1747.315436
108105,20140204,20140621,1744.622076
108105,20140204,20140630,1743.777682
108105,20140204,20140920,1737.692726
108105,20140204,20140930,1736.787812
108105,20140204,20141220,1730.89272
108105,20140204,20141231,1729.94477
108105,20140204,20150117,1728.855703
108105,20140204,20150619,1718.179782
108105,20140204,20151219,1707.743897
108105,20140204,20161216,1698.797535
108105,20140205,20140207,1751.472219
108105,20140205,20140214,1750.88671
108105,20140205,20140222,1750.39318
108105,20140205,20140228,1749.750962
108105,20140205,20140307,1749.201987
108105,20140205,20140314,1748.665103
108105,20140205,20140322,1748.210572
108105,20140205,20140328,1747.585319
108105,20140205,20140331,1747.351881
108105,20140205,20140419,1746.038582
108105,20140205,20140517,1743.87353
108105,20140205,20140621,1741.189937
108105,20140205,20140630,1740.348739
108105,20140205,20140920,1734.301459
108105,20140205,20140930,1733.400224
108105,20140205,20141220,1727.526697
108105,20140205,20141231,1726.582492
108105,20140205,20150117,1725.497655
108105,20140205,20150619,1714.884396
108105,20140205,20151219,1704.578539
108105,20140205,20161216,1696.036372
108105,20140206,20140207,1773.344938
108105,20140206,20140214,1772.749601
108105,20140206,20140222,1772.247144
108105,20140206,20140228,1771.594253
108105,20140206,20140307,1771.036725
108105,20140206,20140314,1770.49202
108105,20140206,20140322,1770.031154
108105,20140206,20140328,1769.396331
108105,20140206,20140331,1769.159309
108105,20140206,20140404,1768.844159
108105,20140206,20140419,1767.825764
108105,20140206,20140517,1765.627445
108105,20140206,20140621,1762.902495
108105,20140206,20140630,1762.048362
108105,20140206,20140920,1755.89244
108105,20140206,20140930,1754.977143
108105,20140206,20141220,1749.013302
108105,20140206,20141231,1748.05692
108105,20140206,20150117,1746.958387
108105,20140206,20150619,1736.261921
108105,20140206,20151219,1725.983915
108105,20140206,20161216,1717.730819
108105,20140207,20140207,1797.02
108105,20140207,20140214,1796.416611
108105,20140207,20140222,1795.906332
108105,20140207,20140228,1795.243374
108105,20140207,20140307,1794.677253
108105,20140207,20140314,1794.124155
108105,20140207,20140322,1793.656303
108105,20140207,20140328,1793.012638
108105,20140207,20140331,1792.772328
108105,20140207,20140404,1792.452817
108105,20140207,20140419,1791.420235
108105,20140207,20140517,1789.184877
108105,20140207,20140621,1786.399024
108105,20140207,20140630,1785.527912
108105,20140207,20140920,1779.246889
108105,20140207,20140930,1778.311281
108105,20140207,20141220,1772.205372
108105,20140207,20141231,1771.224331
108105,20140207,20150117,1770.096876
108105,20140207,20150619,1759.032357
108105,20140207,20151219,1748.104089
108105,20140207,20161216,1738.242238
108105,20140210,20140214,1799.493361
108105,20140210,20140222,1798.976694
108105,20140210,20140228,1798.308145
108105,20140210,20140307,1797.739258
108105,20140210,20140314,1797.185377
108105,20140210,20140322,1796.717895
108105,20140210,20140328,1796.071828
108105,20140210,20140331,1795.830557
108105,20140210,20140404,1795.509713
108105,20140210,20140419,1794.472496
108105,20140210,20140517,1792.228005
108105,20140210,20140621,1789.430345
108105,20140210,20140630,1788.555677
108105,20140210,20140920,1782.232701
108105,20140210,20140930,1781.293108
108105,20140210,20141220,1775.161474
108105,20140210,20141231,1774.173604
108105,20140210,20150117,1773.038054
108105,20140210,20150619,1761.909459
108105,20140210,20151219,1750.99491
108105,20140210,20161216,1741.17868
108105,20140211,20140214,1819.488631
108105,20140211,20140222,1818.968134
108105,20140211,20140228,1818.29528
108105,20140211,20140307,1817.723605
108105,20140211,20140314,1817.167848
108105,20140211,20140322,1816.699092
108105,20140211,20140328,1816.048749
108105,20140211,20140331,1815.805723
108105,20140211,20140404,1815.48241
108105,20140211,20140419,1814.436513
108105,20140211,20140517,1812.181706
108105,20140211,20140621,1809.378424
108105,20140211,20140630,1808.499813
108105,20140211,20140920,1802.163938
108105,20140211,20140930,1801.220382
108105,20140211,20141220,1795.06144
108105,20140211,20141231,1794.07466
108105,20140211,20150117,1792.940861
108105,20140211,20150619,1781.868216
108105,20140211,20151219,1771.215302
108105,20140211,20161216,1762.581578
108105,20140212,20140214,1819.085206
108105,20140212,20140222,1818.561591
108105,20140212,20140228,1817.874115
108105,20140212,20140307,1817.281531
108105,20140212,20140314,1816.696544
108105,20140212,20140322,1816.199211
108105,20140212,20140328,1815.541315
108105,20140212,20140331,1815.296689
108105,20140212,20140404,1814.972288
108105,20140212,20140419,1813.929567
108105,20140212,20140517,1811.66531
108105,20140212,20140621,1808.854724
108105,20140212,20140630,1807.972453
108105,20140212,20140920,1801.615713
108105,20140212,20140930,1800.667828
108105,20140212,20141220,1794.48891
108105,20140212,20141231,1793.498008
108105,20140212,20150117,1792.359733
108105,20140212,20150619,1781.293546
108105,20140212,20151219,1770.905507
108105,20140212,20161216,1763.209035
108105,20140213,20140214,1829.741927
108105,20140213,20140222,1829.213581
108105,20140213,20140228,1828.519502
108105,20140213,20140307,1827.921272
108105,20140213,20140314,1827.331086
108105,20140213,20140322,1826.828884
108105,20140213,20140328,1826.165347
108105,20140213,20140331,1825.918668
108105,20140213,20140404,1825.591583
108105,20140213,20140411,1825.024189
108105,20140213,20140419,1824.540498
108105,20140213,20140517,1822.257486
108105,20140213,20140621,1819.416357
108105,20140213,20140630,1818.524222
108105,20140213,20140920,1812.094459
108105,20140213,20140930,1811.136065
108105,20140213,20141220,1804.88535
108105,20140213,20141231,1803.877861
108105,20140213,20150117,1802.719881
108105,20140213,20150619,1791.373537
108105,20140213,20151219,1780.464403
108105,20140213,20161216,1771.589246
108105,20140214,20140214,1838.63
108105,20140214,20140222,1838.097939
108105,20140214,20140228,1837.397528
108105,20140214,20140307,1836.794742
108105,20140214,20140314,1836.200912
108105,20140214,20140322,1835.695253
108105,20140214,20140328,1835.025999
108105,20140214,20140331,1834.777114
108105,20140214,20140404,1834.447035
108105,20140214,20140411,1833.874256
108105,20140214,20140419,1833.385895
108105,20140214,20140517,1831.082135
108105,20140214,20140621,1828.221898
108105,20140214,20140630,1827.321726
108105,20140214,20140920,1820.862993
108105,20140214,20140930,1819.896418
108105,20140214,20141220,1813.587492
108105,20140214,20141231,1812.573638
108105,20140214,20150117,1811.408446
108105,20140214,20150619,1800.039261
108105,20140214,20151219,1789.218378
108105,20140214,20161216,1780.577248
108105,20140218,20140222,1840.582088
108105,20140218,20140228,1839.873264
108105,20140218,20140307,1839.263322
108105,20140218,20140314,1838.662241
108105,20140218,20140322,1838.15282
108105,20140218,20140328,1837.47989
108105,20140218,20140331,1837.229959
108105,20140218,20140404,1836.898768
108105,20140218,20140411,1836.32482
108105,20140218,20140419,1835.835896
108105,20140218,20140517,1833.524161
108105,20140218,20140621,1830.65452
108105,20140218,20140630,1829.751296
108105,20140218,20140920,1823.270682
108105,20140218,20140930,1822.300847
108105,20140218,20141220,1815.970278
108105,20140218,20141231,1814.950268
108105,20140218,20150117,1813.777731
108105,20140218,20150619,1802.282393
108105,20140218,20151219,1791.12325
108105,20140218,20161216,1781.270686
108105,20140219,20140222,1828.661436
108105,20140219,20140228,1827.954679
108105,20140219,20140307,1827.346291
108105,20140219,20140314,1826.746816
108105,20140219,20140322,1826.239604
108105,20140219,20140328,1825.569261
108105,20140219,20140331,1825.320351
108105,20140219,20140404,1824.990564
108105,20140219,20140411,1824.419189
108105,20140219,20140419,1823.932545
108105,20140219,20140517,1821.63059
108105,20140219,20140621,1818.773102
108105,20140219,20140630,1817.873714
108105,20140219,20140920,1811.388668
108105,20140219,20140930,1810.422504
108105,20140219,20141220,1804.119333
108105,20140219,20141231,1803.105956
108105,20140219,20150117,1801.941421
108105,20140219,20150619,1790.556093
108105,20140219,20151219,1779.63916
108105,20140219,20161216,1770.385973
108105,20140220,20140222,1839.78
108105,20140220,20140228,1839.069882
108105,20140220,20140307,1838.457772
108105,20140220,20140314,1837.854279
108105,20140220,20140322,1837.343559
108105,20140220,20140328,1836.669713
108105,20140220,20140331,1836.419569
108105,20140220,20140404,1836.088204
108105,20140220,20140411,1835.514254
108105,20140220,20140419,1835.025518
108105,20140220,20140517,1832.712544
108105,20140220,20140621,1829.841416
108105,20140220,20140630,1828.93774
108105,20140220,20140920,1822.43075
108105,20140220,20140930,1821.462383
108105,20140220,20141220,1815.149895
108105,20140220,20141231,1814.137244
108105,20140220,20150117,1812.97399
108105,20140220,20150619,1801.636847
108105,20140220,20151219,1790.80716
108105,20140220,20161216,1782.00508
108105,20140221,20140228,1835.62828
108105,20140221,20140307,1835.015907
108105,20140221,20140314,1834.412871
108105,20140221,20140322,1833.903009
108105,20140221,20140328,1833.230131
108105,20140221,20140331,1832.980452
108105,20140221,20140404,1832.649794
108105,20140221,20140411,1832.077318
108105,20140221,20140419,1831.589984
108105,20140221,20140517,1829.281887
108105,20140221,20140621,1826.416948
108105,20140221,20140630,1825.515197
108105,20140221,20140920,1819.021913
108105,20140221,20140930,1818.053365
108105,20140221,20141220,1811.733474
108105,20140221,20141231,1810.71754
108105,20140221,20150117,1809.550042
108105,20140221,20150619,1798.158793
108105,20140221,20151219,1787.263645
108105,20140221,20161216,1778.219299
108105,20140224,20140228,1847.254423
108105,20140224,20140307,1846.635955
108105,20140224,20140314,1846.02676
108105,20140224,20140322,1845.511337
108105,20140224,20140328,1844.835073
108105,20140224,20140331,1844.584472
108105,20140224,20140404,1844.252879
108105,20140224,20140411,1843.679577
108105,20140224,20140419,1843.192016
108105,20140224,20140517,1840.877275
108105,20140224,20140621,1838.004424
108105,20140224,20140630,1837.100138
108105,20140224,20140920,1830.588631
108105,20140224,20140930,1829.617413
108105,20140224,20141220,1823.280089
108105,20140224,20141231,1822.264036
108105,20140224,20150117,1821.096697
108105,20140224,20150619,1809.716349
108105,20140224,20151219,1798.870861
108105,20140224,20161216,1790.139012
108105,20140225,20140228,1844.853294
108105,20140225,20140307,1844.233498
108105,20140225,20140314,1843.622592
108105,20140225,20140322,1843.105576
108105,20140225,20140328,1842.428232
108105,20140225,20140331,1842.177327
108105,20140225,20140404,1841.845414
108105,20140225,20140411,1841.271789
108105,20140225,20140419,1840.7841
108105,20140225,20140517,1838.467116
108105,20140225,20140621,1835.591488
108105,20140225,20140630,1834.686342
108105,20140225,20140920,1828.16845
108105,20140225,20140930,1827.196306
108105,20140225,20141220,1820.852462
108105,20140225,20141231,1819.832716
108105,20140225,20150117,1818.66084
108105,20140225,20150619,1807.181265
108105,20140225,20151219,1796.090261
108105,20140225,20161216,1786.521044
108105,20140226,20140228,1844.981849
108105,20140226,20140307,1844.359991
108105,20140226,20140314,1843.747538
108105,20140226,20140322,1843.229625
108105,20140226,20140328,1842.551272
108105,20140226,20140331,1842.30013
108105,20140226,20140404,1841.968022
108105,20140226,20140411,1841.394384
108105,20140226,20140419,1840.906883
108105,20140226,20140517,1838.58849
108105,20140226,20140621,1835.711208
108105,20140226,20140630,1834.805532
108105,20140226,20140920,1828.283764
108105,20140226,20140930,1827.311056
108105,20140226,20141220,1820.963212
108105,20140226,20141231,1819.940211
108105,20140226,20150117,1818.764309
108105,20140226,20150619,1807.214506
108105,20140226,20151219,1795.956481
108105,20140226,20161216,1785.922916
108105,20140227,20140228,1854.20027
108105,20140227,20140307,1853.572954
108105,20140227,20140314,1852.954598
108105,20140227,20140322,1852.431642
108105,20140227,20140328,1851.747449
108105,20140227,20140331,1851.49425
108105,20140227,20140404,1851.159512
108105,20140227,20140411,1850.581583
108105,20140227,20140419,1850.090598
108105,20140227,20140425,1849.418298
108105,20140227,20140517,1847.753845
108105,20140227,20140621,1844.853748
108105,20140227,20140630,1843.940916
108105,20140227,20140920,1837.367362
108105,20140227,20140930,1836.386961
108105,20140227,20141220,1829.988573
108105,20140227,20141231,1828.95739
108105,20140227,20150117,1827.77207
108105,20140227,20150619,1816.151251
108105,20140227,20151219,1804.794425
108105,20140227,20161216,1794.378197
108105,20140228,20140228,1859.45
108105,20140228,20140307,1858.820441
108105,20140228,20140314,1858.199575
108105,20140228,20140322,1857.674666
108105,20140228,20140328,1856.988288
108105,20140228,20140331,1856.734391
108105,20140228,20140404,1856.398824
108105,20140228,20140411,1855.819727
108105,20140228,20140419,1855.327923
108105,20140228,20140425,1854.653979
108105,20140228,20140517,1852.985401
108105,20140228,20140621,1850.078115
108105,20140228,20140630,1849.163047
108105,20140228,20140920,1842.580386
108105,20140228,20140930,1841.59771
108105,20140228,20141220,1835.183328
108105,20140228,20141231,1834.149678
108105,20140228,20150117,1832.96149
108105,20140228,20150619,1821.312455
108105,20140228,20151219,1810.066546
108105,20140228,20161216,1800.308833
108105,20140303,20140307,1845.371217
108105,20140303,20140314,1844.746959
108105,20140303,20140322,1844.219666
108105,20140303,20140328,1843.533301
108105,20140303,20140331,1843.279931
108105,20140303,20140404,1842.945512
108105,20140303,20140411,1842.36964
108105,20140303,20140419,1841.881363
108105,20140303,20140425,1841.209643
108105,20140303,20140517,1839.546775
108105,20140303,20140621,1836.64966
108105,20140303,20140630,1835.740243
108105,20140303,20140920,1829.184255
108105,20140303,20140930,1828.205091
108105,20140303,20141220,1821.811875
108105,20140303,20141231,1820.77908
108105,20140303,20150117,1819.591543
108105,20140303,20150619,1807.915718
108105,20140303,20151219,1796.513235
108105,20140303,20161216,1785.951926
108105,20140304,20140307,1873.637852
108105,20140304,20140314,1873.00527
108105,20140304,20140322,1872.470685
108105,20140304,20140328,1871.775103
108105,20140304,20140331,1871.518392
108105,20140304,20140404,1871.179616
108105,20140304,20140411,1870.596387
108105,20140304,20140419,1870.101996
108105,20140304,20140425,1869.421692
108105,20140304,20140517,1867.737116
108105,20140304,20140621,1864.80214
108105,20140304,20140630,1863.880934
108105,20140304,20140920,1857.22334
108105,20140304,20140930,1856.231267
108105,20140304,20141220,1849.755386
108105,20140304,20141231,1848.711772
108105,20140304,20150117,1847.512138
108105,20140304,20150619,1835.773966
108105,20140304,20151219,1824.507013
108105,20140304,20161216,1814.8966
108105,20140305,20140307,1873.628854
108105,20140305,20140314,1872.995943
108105,20140305,20140322,1872.460759
108105,20140305,20140328,1871.765148
108105,20140305,20140331,1871.5086
108105,20140305,20140404,1871.170187
108105,20140305,20140411,1870.587998
108105,20140305,20140419,1870.094764
108105,20140305,20140425,1869.415243
108105,20140305,20140517,1867.73246
108105,20140305,20140621,1864.800596
108105,20140305,20140630,1863.880409
108105,20140305,20140920,1857.229965
108105,20140305,20140930,1856.239012
108105,20140305,20141220,1849.770305
108105,20140305,20141231,1848.730525
108105,20140305,20150117,1847.535585
108105,20140305,20150619,1835.851279
